"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","sumlev","state","county_code","place","cousub","concit","funcstat","state.name","population"
"1922","IA","shelby county","16108308300000",43597,2020,3680857,0,369617,30436,0,0,2549568,0,0,0,731236,576356,4687224,1157664,7572049,399249,13594044,0,0,0,13993293,50,19,165,0,0,0,"A","Iowa",11723
"1923","IL","marshall county","14106206200000",111753,2020,2238616,0,397408,0,0,0,1642810,0,843,0,198398,810636,2327055,262288,5119170,1379269,7139880,0,0,0,8519149,50,17,123,0,0,0,"A","Illinois",11706
"1924","TX","ward county","44123823800000",88492,2020,22041573,0,554549,0,0,68950,1896873,0,19222405,0,298796,956649,1188913,0,40754898,17126098,25774362,0,0,0,42900460,50,48,475,0,0,0,"A","Texas",11680
"1925","IA","cherokee county","16101801800000",105591,2020,5850532,1771000,1105995,0,0,0,2544980,0,200328,0,228229,1133786,4507481,493774,7932431,223203,13844269,0,0,0,14067472,50,19,35,0,0,0,"A","Iowa",11663
"1926","TN","jackson county","43104404400000",197462,2020,7601744,170619,97389,0,6921828,276479,0,553219,0,0,135429,2166575,2706804,97713,5627614,159826,10438880,0,0,0,10598706,50,47,87,0,0,0,"A","Tennessee",11634
"1927","MI","iron county","23103603600000",34268,2020,6612269,3637000,504121,0,0,0,2261756,0,0,0,209392,1965895,1282225,46613,6778748,1697555,8375926,368985,26081,0,10073481,50,26,71,0,0,0,"A","Michigan",11628
"1928","MO","dekalb county","26103203200000",108538,2020,0,0,0,0,830000,0,0,0,0,0,0,0,0,0,7808118,313523,7494595,0,0,0,7808118,50,29,63,0,0,0,"A","Missouri",11610
"1929","MO","barton county","26100600600000",101974,2020,0,0,0,24288,115561,0,0,0,0,0,0,0,0,0,5201872,421876,4779996,0,0,0,5201872,50,29,11,0,0,0,"A","Missouri",11608
"1930","MO","douglas county","26103403400000",97955,2020,0,0,0,6330050,0,0,0,0,0,0,0,0,0,0,5976061,436167,5539894,0,0,0,5976061,50,29,67,0,0,0,"A","Missouri",11604
"1931","KY","magoffin county",NA,794786,2020,0,1649300,0,1476129,0,0,0,0,0,0,0,3452,3672587,0,3865143,173081,7368101,0,0,0,7541182,50,21,153,0,0,0,"A","Kentucky",11604
"1932","ND","ramsey county","35103603600000",123511,2020,17086568,625000,1103377,0,82889,0,14436023,0,354887,0,484392,842305,6400113,1051878,6503884,-1487547,16285727,0,0,0,14798180,50,38,71,0,0,0,"A","North Dakota",11573
"1933","NM","sierra county","32102702700000",121938,2020,20218190,0,498406,917095,0,9211029,6289445,0,2167861,0,147420,909453,2390791,1086474,9762178,99004,14049892,0,0,0,14148896,50,35,51,0,0,0,"A","New Mexico",11563
"1934","VA","charlotte county","47102002000000",230272,2020,27383745,18108712,1835279,3413724,0,0,1303488,0,829648,0,410764,877512,6387721,0,14188434,-638963,22092630,0,0,0,21453667,50,51,37,0,0,0,"A","Virginia",11541
"1935","CO","rio grande county","06105305200000",31986,2020,2157504,0,706638,1124961,0,0,0,0,0,0,325905,954212,14559745,0,6307278,189008,21632227,0,0,0,21821235,50,8,105,0,0,0,"A","Colorado",11538
"1936","MN","cottonwood county","24101701700000",106073,2020,8435846,0,818175,0,1421951,0,3598254,0,314617,0,745886,2415303,6589924,771745,14947077,4940911,19783138,0,0,0,24724049,50,27,33,0,0,0,"A","Minnesota",11509
"1937","WY","big horn county","51100200200000",65097,2020,7535590,0,1029398,2659583,158899,253979,2642403,0,0,0,222646,2498710,697901,991636,9284450,-737543,14210240,0,0,0,13472697,50,56,3,0,0,0,"A","Wyoming",11481
"1938","MT","fergus county","27101401400000",64952,2020,7327422,1701238,647960,0,92216,0,4249514,0,148127,0,488367,1937924,1600353,730837,9196046,1939206,11525954,0,0,0,13465160,50,30,27,0,0,0,"A","Montana",11469
"1939","MS","perry county","25105605600000",106156,2020,13104402,3545000,527348,1491706,0,0,7447345,0,0,0,93003,461219,1496964,923535,8591029,-990731,12463478,0,0,0,11472747,50,28,111,0,0,0,"A","Mississippi",11458
"1940","TX","blanco county","44101601600000",88083,2020,6418313,4789246,470279,224143,0,575000,104873,0,199105,0,55667,1285320,1014546,0,8103971,2930132,7473705,0,0,0,10403837,50,48,31,0,0,0,"A","Texas",11450
"1941","TN","decatur county","43102002000000",1239448,2020,9192046,5619327,790341,0,533156,1995000,0,1040970,67313,0,186909,2877013,2851874,530037,13212001,7493212,11977713,0,0,0,19470925,50,47,39,0,0,0,"A","Tennessee",11437
"1942","VA","greensville county","47104104100000",326392,2020,68307071,33594600,6286621,0,18825477,848955,1024888,0,806342,0,641047,8880114,4488580,944447,18286623,3985877,28613887,0,0,0,32599764,50,51,81,0,0,0,"A","Virginia",11382
"1943","TX","live oak county","44114914900000",129405,2020,6093320,4680000,878587,0,0,0,0,317333,356036,0,178697,3036797,432979,0,16585759,3953060,16102475,0,0,0,20055535,50,48,297,0,0,0,"A","Texas",11349
"1944","MN","pope county","24106106100000",42731,2020,16350560,7404785,1046723,0,478793,0,5091603,0,1742039,0,586617,1925040,9429360,17182,10869391,5624991,16615982,0,0,0,22240973,50,27,121,0,0,0,"A","Minnesota",11326
"1945","AR","desha county","04102102100000",96091,2020,537016,0,537016,0,0,0,2597456,0,0,0,0,0,0,0,7435501,527647,6907854,0,0,0,7435501,50,5,41,0,0,0,"A","Arkansas",11320
"1946","IL","wabash county","14109309300000",74335,2020,25897,0,12795,13101,0,0,818870,103334,0,0,0,867060,752872,0,6475413,593437,7501908,0,0,0,8095345,50,17,185,0,0,0,"A","Illinois",11315
"1947","KY","owen county","18109409400000",64885,2020,0,8350000,0,897056,0,0,0,0,0,0,0,1063367,0,0,6649504,-222264,7935135,0,0,0,7712871,50,21,187,0,0,0,"A","Kentucky",11304
"1948","MS","jefferson davis county","25103303300000",119275,2020,0,472903,0,437803,352486,0,0,0,0,0,0,1134529,601672,3101750,9883024,1649158,13071817,0,0,0,14720975,50,28,65,0,0,0,"A","Mississippi",11271
"1949","MN","watonwan county","24108308300000",42461,2020,11609102,1593614,2016238,0,599163,65000,6024029,0,396691,0,914367,2859019,10084237,2229880,12897370,6751882,21318624,0,0,0,28070506,50,27,165,0,0,0,"A","Minnesota",11231
"1950","GA","dooly county","11104604600000",65879,2020,12951218,4165000,810385,889790,279203,4887724,1784646,0,0,0,0,5876389,268439,0,11376731,781825,16739734,0,0,0,17521559,50,13,93,0,0,0,"A","Georgia",11165
"1951","NC","clay county","34102202200000",36529,2020,17125368,0,903116,0,0,0,2444640,29204,2614121,0,370172,3789813,4266154,5805206,13569891,-658319,28089383,0,0,0,27431064,50,37,43,0,0,0,"A","North Carolina",11142
"1952","GA","candler county","11102102100000",70763,2020,4080284,0,394777,550057,0,125000,0,0,0,0,142226,2595439,218185,606573,7518418,504642,10433973,0,0,0,10938615,50,13,43,0,0,0,"A","Georgia",11022
"1953","GA","mcintosh county","11109509500000",57625,2020,11732931,6133531,3181978,591541,0,0,1644113,0,0,0,181768,7663379,2006258,865448,9804838,2061889,18278034,0,0,0,20339923,50,13,191,0,0,0,"A","Georgia",10987
"1954","NC","washington county","34109409400000",42491,2020,24830224,3573567,1232285,0,0,391894,7461377,14518,9514837,0,467745,4963964,3543871,7863759,10848460,7477822,19742232,0,0,0,27220054,50,37,187,0,0,0,"A","North Carolina",10976
"1955","WA","lincoln county","48102202200000",42564,2020,0,4218688,0,0,120655,0,2358114,787093,2641792,0,1063100,6257187,10377947,0,9632748,1319506,24948376,0,0,0,26267882,50,53,43,0,0,0,"A","Washington",10927
"1956","OK","noble county","37105205200000",125443,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8622765,369094,8253671,0,0,0,8622765,50,40,103,0,0,0,"A","Oklahoma",10922
"1957","MN","lake county","24103803800000",42455,2020,22021794,11145423,2173365,146663,0,0,6431278,0,512820,0,1612245,2488825,23471796,1875154,13689917,7453183,34072509,0,0,0,41525692,50,27,75,0,0,0,"A","Minnesota",10918
"1958","OK","washita county","37107507500000",84987,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9364254,-877305,10241559,0,0,0,9364254,50,40,149,0,0,0,"A","Oklahoma",10903
"1959","VA","lancaster county","47105205200000",230354,2020,13434832,6893331,2443601,120516,0,0,3328099,0,406166,0,243119,609139,4163799,0,22927342,1663736,26036544,0,0,0,27700280,50,51,103,0,0,0,"A","Virginia",10897
"1960","NC","alleghany county","34100300300000",36492,2020,18959442,0,920536,0,0,0,2397684,0,9526134,0,374191,2730807,3250139,122401,13297495,52772,19348070,0,0,0,19400842,50,37,5,0,0,0,"A","North Carolina",10897
"1961","NE","box butte county","28100700700000",108597,2020,0,0,0,0,2505007,0,0,0,0,0,0,540402,1479175,0,9365902,-493835,11879314,0,0,0,11385479,50,31,13,0,0,0,"A","Nebraska",10826
"1962","IA","louisa county","16105805800000",96571,2020,3972683,0,842241,16980,0,0,2061010,0,560932,0,491520,862591,3491845,4509275,7504807,4901513,11467005,0,0,0,16368518,50,19,115,0,0,0,"A","Iowa",10821
"1963","MI","mackinac county","23104904900000",79570,2020,7171610,0,477206,0,0,0,4633206,0,1807786,0,253412,1666510,1693539,53030,7434886,-15650,10863615,349827,164421,0,10847965,50,26,97,0,0,0,"A","Michigan",10816
"1964","GA","early county","11104904900000",70822,2020,5327341,2420000,589234,0,0,357354,1694188,0,0,0,266565,1080176,5000,1207996,9674380,898506,11069046,0,0,0,11967552,50,13,99,0,0,0,"A","Georgia",10799
"1965","OK","pushmataha county","37106406400000",125454,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7231486,115276,7116210,0,0,0,7231486,50,40,127,0,0,0,"A","Oklahoma",10796
"1966","MT","roosevelt county","27104304300000",120625,2020,21782694,10380804,459883,0,0,0,5987277,0,4395700,0,559030,1317243,1935374,126474,13028665,2619467,13788289,0,0,0,16407756,50,30,85,0,0,0,"A","Montana",10794
"1967","GA","evans county","11105405400000",70829,2020,1638566,0,485207,0,0,0,8454,0,0,0,117184,2786305,223891,353261,6808033,1368890,8802600,0,0,0,10171490,50,13,109,0,0,0,"A","Georgia",10790
"1968","VA","sussex county","47109209200000",230453,2020,17237809,6656012,1585927,125746,4968629,0,0,2181582,762671,0,408926,7223608,4895958,523375,13156957,1380123,24419775,0,0,0,25799898,50,51,183,0,0,0,"A","Virginia",10789
"1969","IA","hancock county","16104104100000",113338,2020,4049703,0,822867,0,0,0,1966036,0,229166,0,42826,982981,4431434,364190,10611157,426746,15963016,0,0,0,16389762,50,19,81,0,0,0,"A","Iowa",10757
"1970","NE","red willow county","28107307300000",109446,2020,0,5105000,0,0,25653,0,0,0,0,0,0,1034070,209783,0,6631910,-190598,8066361,0,0,0,7875763,50,31,145,0,0,0,"A","Nebraska",10686
"1971","IA","winnebago county","16109509500000",113368,2020,25141387,19755000,855029,0,481264,0,2658177,0,230690,0,317134,2564489,3042312,97992,11203208,2605456,14302545,0,0,0,16908001,50,19,189,0,0,0,"A","Iowa",10662
"1972","VA","middlesex county","47106006000000",230375,2020,21269083,19159100,1281154,273042,0,0,0,1061488,264431,0,291356,356709,3319757,0,22204270,971789,24908947,39151,102735,0,25880736,50,51,119,0,0,0,"A","Virginia",10616
"1973","IA","guthrie county","16103903900000",113337,2020,23364826,19162331,431848,0,0,0,2944595,0,275372,0,374160,1827687,5546950,2849787,8674721,3054143,15845002,0,0,0,18899145,50,19,77,0,0,0,"A","Iowa",10613
"1974","VA","essex county","47102902900000",230299,2020,24960944,22304003,1586531,303933,0,0,0,91400,373781,0,392696,536449,4385515,0,19886484,2039205,22769243,0,0,0,24808448,50,51,57,0,0,0,"A","Virginia",10595
"1975","IA","mitchell county","16106606600000",113353,2020,35665109,0,1476131,0,807398,30435000,2599280,0,115362,0,232038,861149,4210926,170412,12617239,119615,17740111,0,0,0,17859726,50,19,131,0,0,0,"A","Iowa",10588
"1976","MO","bollinger county","26100900900000",97936,2020,0,0,0,222900,0,0,0,0,0,0,0,0,0,0,7209922,670842,6539080,0,0,0,7209922,50,29,17,0,0,0,"A","Missouri",10559
"1977","NE","colfax county","28101901900000",108734,2020,0,0,0,44589,0,0,0,0,0,0,0,521582,1844086,0,7012272,794005,8583935,0,0,0,9377940,50,31,37,0,0,0,"A","Nebraska",10557
"1978","IN","crawford county","15101301300000",112503,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28926751,988013,27938738,0,0,0,28926751,50,18,25,0,0,0,"A","Indiana",10525
"1979","ND","walsh county","35105005000000",123521,2020,8921312,0,130543,355817,33617,0,8019334,0,198403,0,183598,568235,2300074,32350,8019332,-872027,11792018,0,0,0,10919991,50,38,99,0,0,0,"A","North Dakota",10524
"1980","MT","carbon county","27100500500000",120605,2020,5770051,0,194625,0,0,436769,4595671,0,0,0,542986,4506270,1420963,188533,9186102,3594143,11707725,0,0,0,15301868,50,30,9,0,0,0,"A","Montana",10510
"1981","NE","custer county","28102102100000",108793,2020,0,1190000,0,0,0,0,0,0,0,0,0,931676,3715131,0,9678767,-550606,14876180,0,0,0,14325574,50,31,41,0,0,0,"A","Nebraska",10493
"1982","AR","bradley county","04100600600000",96043,2020,433548,0,433548,222007,0,1003655,2190224,0,0,0,0,0,0,0,7861430,1506285,6355145,0,0,0,7861430,50,5,11,0,0,0,"A","Arkansas",10488
"1983","NC","gates county","34103703700000",42488,2020,15201711,7380000,825223,0,0,1578282,1190682,0,3723763,0,361081,2991013,2144330,363238,10645273,1953727,14190127,0,0,0,16143854,50,37,73,0,0,0,"A","North Carolina",10448
"1984","IL","cumberland county","14101801800000",71742,2020,82188,0,81084,1104,0,0,0,0,0,0,0,735190,1487263,0,3191452,590231,4823674,0,0,0,5413905,50,17,35,0,0,0,"A","Illinois",10429
"1985","NC","camden county","34101501500000",64988,2020,17692361,4062727,853181,0,0,0,1827554,0,1185110,0,267577,2955334,1736258,145350,13103626,1238458,16702110,0,0,0,17940568,50,37,29,0,0,0,"A","North Carolina",10407
"1986","TX","franklin county","44108008000000",88175,2020,1582955,0,151606,0,0,1072000,71084,0,229859,0,58406,2163985,45690,278503,7304103,1555344,8236937,0,0,0,9792281,50,48,159,0,0,0,"A","Texas",10371
"1987","AL","coosa county","01101901900000",103555,2020,2696794,0,94681,269051,0,0,840879,0,429872,0,145736,889185,4494777,231958,3014572,3606153,5024339,0,0,0,8630492,50,1,37,0,0,0,"A","Alabama",10341
"1988","IA","montgomery county","16106906900000",113355,2020,10828091,7935000,554943,0,0,0,1962493,0,97936,0,277719,445689,4629561,3383466,8068705,5362099,11165322,0,0,0,16527421,50,19,137,0,0,0,"A","Iowa",10330
"1989","SD","butte county","42101000900000",128251,2020,0,820000,0,1897647,0,0,0,4140,0,0,0,872844,2850106,12312,5399583,1067222,8067624,0,0,0,9134846,50,46,19,0,0,0,"A","South Dakota",10286
"1990","KS","nemaha county","17106606600000",114286,2020,0,0,0,0,0,0,3343126,0,0,0,0,0,0,0,17621129,1369559,16251570,0,0,0,17621129,50,20,131,0,0,0,"A","Kansas",10265
"1991","SD","roberts county","42105505400000",1266337,2020,0,0,0,0,0,0,0,5283,0,0,0,1687417,2750997,24315,4625396,1399406,7688719,72591659,2776622,0,75368281,50,46,109,0,0,0,"A","South Dakota",10250
"1992","TX","clay county","44103903900000",98536,2020,2909488,0,482132,2227298,0,0,0,20514,0,0,200058,1739541,86967,190956,6775427,705951,8086940,0,0,0,8792891,50,48,77,0,0,0,"A","Texas",10250
"1993","OK","johnston county","37103503500000",125427,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8711620,1565277,7146343,0,0,0,8711620,50,40,69,0,0,0,"A","Oklahoma",10241
"1994","MI","alcona county","23100100100000",77511,2020,6377666,0,571293,0,0,0,5194026,0,0,0,466455,2516651,1549191,0,5532648,339078,9259412,0,0,0,9598490,50,26,1,0,0,0,"A","Michigan",10189
"1995","OK","love county","37104304300000",125434,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12516674,759417,11757257,0,0,0,12516674,50,40,85,0,0,0,"A","Oklahoma",10159
"1996","AR","chicot county","04100900900000",96061,2020,588463,0,588463,726695,0,86292,1986204,0,0,0,0,0,0,0,9369472,602947,8766525,0,0,0,9369472,50,5,17,0,0,0,"A","Arkansas",10157
"1997","MO","howard county","26104504500000",108541,2020,0,0,0,140790,0,39840,0,454469,0,0,0,0,0,0,5678413,468116,5210297,0,0,0,5678413,50,29,89,0,0,0,"A","Missouri",10151
"1998","NE","holt county","28104504500000",66038,2020,0,4515000,0,65956,0,0,0,0,0,0,0,605261,4136489,0,13745602,-1296089,19783441,0,0,0,18487352,50,31,89,0,0,0,"A","Nebraska",10113
"1999","MO","lewis county","26105605600000",97966,2020,0,0,0,35145,0,0,0,0,0,0,0,0,0,0,6208187,345022,5863165,0,0,0,6208187,50,29,111,0,0,0,"A","Missouri",10039
"2000","KS","marshall county","17105905900000",114279,2020,0,186000,0,0,0,0,3373951,0,0,0,0,0,0,0,21042866,1756668,19286198,0,0,0,21042866,50,20,117,0,0,0,"A","Kansas",10026
"2001","IA","keokuk county","16105405400000",113348,2020,4570130,0,383946,0,0,1425000,2026514,0,412994,0,321676,838080,3981762,359203,6673548,1535445,10317148,0,0,0,11852593,50,19,107,0,0,0,"A","Iowa",10012
"2002","AR","perry county","04105305300000",110908,2020,822445,0,822445,52943,0,212776,2586774,0,0,0,0,0,0,0,6250148,268733,5981415,0,0,0,6250148,50,5,105,0,0,0,"A","Arkansas",10000
"2003","IA","franklin county","16103503500000",113334,2020,19497924,13060000,574345,0,0,94000,3090355,0,297395,0,310876,1724438,5810453,859111,11691869,3538345,16547526,0,0,0,20085871,50,19,69,0,0,0,"A","Iowa",9997
"2004","MN","jackson county","24103203200000",81353,2020,45887409,36853435,2639609,0,0,0,4508762,0,1152753,0,732850,13048561,5513245,5552818,14052915,11862109,26305430,0,0,0,38167539,50,27,63,0,0,0,"A","Minnesota",9992
"2005","CO","yuma county","06106306200000",1036246,2020,10395585,1563030,3059106,0,0,4773199,0,0,0,0,479500,1828697,5208296,615678,11023219,1007701,17668189,0,0,0,18675890,50,8,125,0,0,0,"A","Colorado",9979
"2006","TX","ochiltree county","44117917900000",129419,2020,7652238,6545887,782763,0,0,0,0,10039,0,0,323588,1031765,123623,0,8919108,-21847,10096343,992956,0,0,10074496,50,48,357,0,0,0,"A","Texas",9954
"2007","MS","carroll county","25100800800000",119260,2020,13023598,1050000,560531,337267,356033,0,10705438,0,0,0,14329,3739810,2893359,345164,6460695,-457448,13896476,0,0,0,13439028,50,28,15,0,0,0,"A","Mississippi",9930
"2008","GA","lanier county","11108608600000",96490,2020,735658,0,311602,373262,0,0,0,0,0,0,50794,611416,281215,1347989,4773593,1103609,5910604,0,0,0,7014213,50,13,173,0,0,0,"A","Georgia",9926
"2009","TX","runnels county","44120020000000",129430,2020,338972,0,258099,80873,0,0,0,0,0,0,0,1343262,164216,0,5836528,46405,7297601,0,0,0,7344006,50,48,399,0,0,0,"A","Texas",9919
"2010","MS","webster county","25107807800000",119306,2020,0,0,0,348088,661333,0,0,0,0,0,0,707568,917250,591660,4861210,-825210,7902898,0,0,0,7077688,50,28,155,0,0,0,"A","Mississippi",9901
"2011","TX","sabine county","44120220200000",49998,2020,950355,0,458986,491369,0,0,0,138965,0,0,0,818802,981464,1580724,4233994,144422,7470562,0,0,0,7614984,50,48,403,0,0,0,"A","Texas",9888
"2012","IA","calhoun county","16101301300000",113326,2020,5755840,0,0,0,0,0,2804449,0,51141,0,592453,1649876,4787324,1478901,8955059,1103641,15767519,0,0,0,16871160,50,19,25,0,0,0,"A","Iowa",9882
"2013","GA","pulaski county","11111611600000",96520,2020,4439463,0,604231,3661423,0,0,0,195878,0,0,111171,1668850,941649,131,6359456,645436,8324650,0,0,0,8970086,50,13,235,0,0,0,"A","Georgia",9873
"2014","UT","emery county","45100800800000",39285,2020,7817475,2050000,1941434,0,0,0,2357562,0,0,0,1260479,4741142,6154125,10529111,13684808,3956199,31152987,0,0,0,35109186,50,49,15,0,0,0,"A","Utah",9842
"2015","AR","scott county","04106406400000",48886,2020,1291728,380000,1291728,0,0,0,2696659,0,0,0,86990,0,0,0,7599036,1209733,6389303,0,0,0,7599036,50,5,127,0,0,0,"A","Arkansas",9828
"2016","TX","duval county","44106606600000",53645,2020,2510498,421861,623967,0,0,0,1039891,0,0,0,424779,276887,0,0,11170797,1130429,10317255,0,0,0,11447684,50,48,131,0,0,0,"A","Texas",9807
"2017","ND","mountrail county","35103103100000",123507,2020,0,0,0,0,0,0,22074059,0,552311,0,0,4827411,13602393,2572022,29924417,35468117,15458126,0,0,0,50926243,50,38,61,0,0,0,"A","North Dakota",9807
"2018","MN","swift county","24107607600000",34742,2020,21994055,11750890,2799507,0,5472,0,5600491,0,203110,0,1634587,3344377,7109248,4052757,12879339,5026436,22359285,0,0,0,27385721,50,27,151,0,0,0,"A","Minnesota",9804
"2019","IN","martin county","15105105100000",112512,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,101,0,0,0,"A","Indiana",9803
"2020","MS","montgomery county","25104904900000",50696,2020,0,907000,0,181348,258518,128778,0,0,0,0,0,760801,1298235,0,5144530,300620,6902946,0,0,0,7203566,50,28,97,0,0,0,"A","Mississippi",9796
"2021","IA","sac county","16108108100000",113363,2020,1875886,0,1066774,0,0,0,0,0,0,0,336963,1893267,4528254,339819,7152843,-406837,14321020,0,0,0,13914183,50,19,161,0,0,0,"A","Iowa",9794
"2022","MO","grundy county","26104004000000",97957,2020,0,0,0,98984,0,0,0,0,0,0,0,0,0,0,6254421,159822,6094599,0,0,0,6254421,50,29,79,0,0,0,"A","Missouri",9761
"2023","ND","mclean county","35102802800000",123505,2020,9736917,205000,60370,857878,3917445,0,4572266,0,0,0,123959,2156813,3993990,0,9370341,2530190,12990954,0,0,0,15521144,50,38,55,0,0,0,"A","North Dakota",9756
"2024","TX","marion county","44115815800000",129411,2020,1980802,0,1236738,0,0,0,501089,0,242975,0,0,896742,690152,2794212,4662487,2354517,6689076,0,0,0,9043593,50,48,315,0,0,0,"A","Texas",9751
"2025","IN","switzerland county","15107807800000",112528,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,155,0,0,0,"A","Indiana",9742
"2026","IA","clarke county","16102002000000",113329,2020,8743474,5000000,341772,0,836970,90000,1960540,0,322113,0,192079,779634,3301780,1593227,5529816,1396552,9807905,0,0,0,11204457,50,19,39,0,0,0,"A","Iowa",9726
"2027","MS","tunica county","25107207200000",98007,2020,83856813,26309977,1637706,59685,12395580,12000000,31012852,0,0,0,441013,1685081,911017,70598,26114639,-27734950,56516285,0,0,0,28781335,50,28,143,0,0,0,"A","Mississippi",9723
"2028","NE","wayne county","28109009000000",109718,2020,0,14111429,0,27080,0,0,0,0,0,0,0,373809,1707738,0,6768442,-1040754,9890743,0,0,0,8849989,50,31,179,0,0,0,"A","Nebraska",9694
"2029","MN","rock county","24106706700000",116883,2020,12761502,4090676,1227520,141830,2661722,183000,3802828,0,227074,0,426852,2303338,4811147,3916753,8033385,4175317,14889306,0,0,0,19064623,50,27,133,0,0,0,"A","Minnesota",9684
"2030","UT","grand county","45101001000000",39287,2020,16499173,9724054,3323232,26257,0,0,2680657,0,0,0,744973,2751638,6328804,8967701,18320547,11219793,25148897,0,0,0,36368690,50,49,19,0,0,0,"A","Utah",9677
"2031","VA","cumberland county","47102502500000",230288,2020,31172431,23224085,1458851,79426,4226663,0,1556522,0,282818,0,333585,1207132,3495902,1131900,12789842,1596657,17028119,0,0,0,18624776,50,51,49,0,0,0,"A","Virginia",9666
"2032","MN","stevens county","24107507500000",34741,2020,19007194,12530548,1042220,147799,19197,0,4585400,0,0,0,682030,2460084,6479948,106658,10744155,1505534,18285311,0,0,0,19790845,50,27,149,0,0,0,"A","Minnesota",9666
"2033","LA","caldwell parish","19101101100000",116194,2020,676898,0,451447,0,0,0,99129,0,0,0,126322,447972,3032982,1216003,4230704,4133518,4794143,0,0,0,8927661,50,22,21,0,0,0,"A","Louisiana",9611
"2034","IA","humboldt county","16104604600000",113342,2020,6099347,928900,178268,0,0,0,1794432,0,170488,0,155943,338084,3045862,140441,9266240,3711351,9079276,0,0,0,12790627,50,19,91,0,0,0,"A","Iowa",9595
"2035","KS","linn county","17105405400000",114274,2020,0,17315000,0,0,0,0,4432908,0,0,0,0,0,0,0,21888882,-16516692,38405574,0,0,0,21888882,50,20,107,0,0,0,"A","Kansas",9586
"2036","GA","wilkes county","11115715700000",90329,2020,5173099,1365000,626754,82159,0,70586,1637336,0,0,0,223684,1873346,541420,3742286,8574141,1111904,13619289,0,0,0,14731193,50,13,317,0,0,0,"A","Georgia",9556
"2037","AZ","greenlee county","03100600600000",31616,2020,23141258,0,2041302,1195594,0,0,17975040,0,5809,337111,431415,912079,5823785,0,15095080,1644061,20186883,0,0,0,21830944,50,4,11,0,0,0,"A","Arizona",9526
"2038","MO","iron county","26104704700000",119572,2020,0,0,0,340483,0,0,0,1503913,0,0,0,0,0,0,5953394,583776,5369619,0,0,0,5953395,50,29,93,0,0,0,"A","Missouri",9514
"2039","MN","yellow medicine county","24108708700000",45150,2020,15623226,6517170,1794548,122537,884431,0,5223579,0,328984,0,751977,1879132,12200868,0,12580879,4240703,22420176,0,0,0,26660879,50,27,173,0,0,0,"A","Minnesota",9504
"2040","IA","howard county","16104504500000",53474,2020,11045970,0,542151,0,0,7778000,2033294,0,159593,0,532932,961090,4675347,18004,9098683,1398928,13354196,0,0,0,14753124,50,19,89,0,0,0,"A","Iowa",9492
"2041","NE","cheyenne county","28101701700000",98052,2020,0,0,0,0,0,0,0,0,0,0,0,683479,399769,0,9569009,679994,9972263,0,0,0,10652257,50,31,33,0,0,0,"A","Nebraska",9486
"2042","KS","brown county","17100700700000",114238,2020,0,0,0,228332,0,0,2766842,0,0,0,171872,0,0,0,12981088,216983,12764105,0,0,0,12981088,50,20,13,0,0,0,"A","Kansas",9482
"2043","OK","latimer county","37103903900000",125431,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8658826,-32499,8691325,0,0,0,8658826,50,40,77,0,0,0,"A","Oklahoma",9481
"2044","MN","pipestone county","24105905900000",81371,2020,46614519,7043271,7837075,0,17372775,2325800,11195473,0,511850,0,328275,32505548,9789134,0,11133872,3618861,49809693,0,0,0,53428554,50,27,117,0,0,0,"A","Minnesota",9414
"2045","NE","hamilton county","28104104100000",109180,2020,0,2310000,0,3973,0,0,0,0,0,0,0,1009106,2060900,0,7043421,-318606,10432033,0,0,0,10113427,50,31,81,0,0,0,"A","Nebraska",9404
"2046","CO","clear creek county","06101001000000",31956,2020,8950782,0,2037796,5899911,0,0,0,0,0,0,1013075,4303835,8187364,518137,19144044,-5664993,37818373,0,0,0,32153380,50,8,19,0,0,0,"A","Colorado",9393
"2047","KS","rice county","17108008000000",114298,2020,0,0,0,46444,0,0,3013957,0,0,0,181498,0,0,0,15092528,299166,14793362,0,0,0,15092528,50,20,159,0,0,0,"A","Kansas",9385
"2048","MT","beaverhead county","27100100100000",35357,2020,6660869,0,641158,0,1150872,0,3774967,0,146582,0,317783,2010312,1758535,279110,7110315,1368649,9789623,0,0,0,11158272,50,30,1,0,0,0,"A","Montana",9381
"2049","SD","charles mix county","42101201100000",128253,2020,0,0,0,0,0,0,0,4591,0,0,0,508831,3070904,9212,5267020,1326913,7529054,0,0,0,8855967,50,46,23,0,0,0,"A","South Dakota",9356
