"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","sumlev","state","county_code","place","cousub","concit","funcstat","state.name","population"
"2050","IA","emmet county","16103203200000",113333,2020,3220344,0,190492,0,162799,0,1973628,0,216777,0,294295,347879,2695791,78635,6827376,807636,9142045,1224896,0,0,9949681,50,19,63,0,0,0,"A","Iowa",9335
"2051","SD","todd county","42106106100000",1266339,2020,0,0,0,0,0,0,0,983,0,0,0,68290,1173594,5073,876796,275767,1847986,0,0,0,2123753,50,46,121,0,0,0,"A","South Dakota",9317
"2052","IL","jasper county","14104004000000",72525,2020,0,0,0,0,0,0,342804,0,0,0,202660,2528376,5292342,11875,5553645,2865142,10521096,0,0,0,13386238,50,17,79,0,0,0,"A","Illinois",9240
"2053","WI","forest county","50102102100000",39888,2020,12843664,0,2461856,0,4510629,5000000,0,1180831,344177,0,527002,3573891,4409982,0,7020409,-1121006,16125288,0,0,0,15004282,50,55,41,0,0,0,"A","Wisconsin",9165
"2054","MI","montmorency county","23106006000000",79879,2020,8594833,0,320525,0,0,0,5594526,0,2554114,0,125668,1366921,638327,32100,4652779,1153395,5536732,0,0,0,6690127,50,26,119,0,0,0,"A","Michigan",9164
"2055","KS","pratt county","17107607600000",114295,2020,0,590000,0,0,0,0,4695030,0,0,0,0,0,0,0,19924279,379728,19544551,0,0,0,19924279,50,20,151,0,0,0,"A","Kansas",9148
"2056","NC","jones county","34105205200000",96333,2020,27834552,0,2554320,48820,10558171,0,1992023,13969,0,0,400606,3744092,6552823,317161,9539593,3678715,16474954,0,0,0,20153669,50,37,103,0,0,0,"A","North Carolina",9147
"2057","GA","terrell county","11113513500000",71014,2020,204506,0,204506,0,0,0,0,0,0,0,0,1344028,1675264,164412,7352364,896405,9639663,0,0,0,10536068,50,13,273,0,0,0,"A","Georgia",9138
"2058","GA","seminole county","11112512500000",71000,2020,4369963,2420000,441140,618444,0,0,709986,0,0,0,165768,1116832,568,88407,8441385,-158804,9805996,0,0,0,9647192,50,13,253,0,0,0,"A","Georgia",9131
"2059","IA","davis county","16102602600000",96566,2020,7365131,482000,461129,0,0,0,1349379,0,524977,0,209646,595327,4632737,1974916,5774952,2981283,9996649,0,0,0,12977932,50,19,51,0,0,0,"A","Iowa",9112
"2060","NV","white pine county","29101701700000",35517,2020,24577826,0,4134046,0,0,0,16530371,0,2270979,0,1128389,4547769,1536720,6593682,21291350,10396154,23573367,0,0,0,33969521,50,32,33,0,0,0,"A","Nevada",9051
"2061","MN","marshall county","24104504500000",116881,2020,10772129,0,3447792,0,0,0,5896666,0,312729,0,1114942,2369647,7538951,3986972,8949938,3597187,19248321,0,0,0,22845508,50,27,89,0,0,0,"A","Minnesota",9026
"2062","TX","mitchell county","44116816800000",129416,2020,5505576,5505576,0,0,0,0,351692,0,0,0,0,1284846,134438,158300,5935196,-248006,7760786,0,0,0,7512780,50,48,335,0,0,0,"A","Texas",9014
"2063","NE","cuming county","28102002000000",108759,2020,0,0,0,0,0,0,0,0,0,0,0,445261,3591153,0,6082106,808838,9309682,0,0,0,10118520,50,31,39,0,0,0,"A","Nebraska",9008
"2064","KS","cloud county","17101501500000",96850,2020,0,4435000,0,255449,0,0,3767768,0,0,0,179077,0,0,0,16165972,324868,15841104,0,0,0,16165972,50,20,29,0,0,0,"A","Kansas",9008
"2065","MT","stillwater county","27104804800000",44001,2020,14530229,0,307141,1918475,0,251797,4508906,0,7003676,0,540234,2225848,4309956,236600,11964587,4316320,14420671,0,0,0,18736991,50,30,95,0,0,0,"A","Montana",8997
"2066","IA","palo alto county","16107407400000",113359,2020,19660716,6295000,817417,0,0,0,2377286,0,193954,0,279789,5133226,4267243,191833,9705888,2098910,17199280,0,0,0,19298190,50,19,147,0,0,0,"A","Iowa",8989
"2067","GA","turner county","11114214200000",96546,2020,9600821,0,889087,5758602,0,0,2728203,0,0,0,196809,4365795,506804,694426,6343945,-2435166,14346136,0,0,0,11910970,50,13,287,0,0,0,"A","Georgia",8983
"2068","NE","phelps county","28106906900000",109419,2020,0,0,0,0,0,0,0,0,0,0,0,1554714,1820960,0,5937167,-849575,10162416,0,0,0,9312841,50,31,137,0,0,0,"A","Nebraska",8972
"2069","VA","richmond county","47108008000000",230421,2020,20904187,16864832,2335976,292713,93744,0,733983,0,406019,0,176920,440318,4689466,0,11972788,892714,16209858,15085,14,0,17102572,50,51,159,0,0,0,"A","Virginia",8919
"2070","MI","alger county","23100200200000",77518,2020,9355101,2014000,309255,0,0,0,5143863,0,1594587,0,293396,1548805,1621719,0,4152890,-207356,7530770,0,0,0,7323414,50,26,3,0,0,0,"A","Michigan",8842
"2071","GA","wilkinson county","11115815800000",96558,2020,2015318,0,644095,0,0,0,1273424,0,371260,0,97799,988162,977594,0,7333131,-105034,9403921,0,0,0,9298887,50,13,319,0,0,0,"A","Georgia",8824
"2072","IA","greene county","16103703700000",113336,2020,8829675,0,525580,0,0,4755000,2275476,0,247044,0,312707,2455910,4107178,1594066,7450533,-1915890,17523577,0,0,0,15607687,50,19,73,0,0,0,"A","Iowa",8752
"2073","ID","clearwater county","13101801800000",44812,2020,3703093,0,470215,577400,0,0,2485000,0,0,0,170478,2502539,1652867,3252,6549971,-412461,11121090,0,0,0,10708629,50,16,35,0,0,0,"A","Idaho",8752
"2074","IA","monona county","16106706700000",105613,2020,5022976,0,1928609,151226,0,0,2449813,0,144702,0,245574,801681,5983766,4518901,7263407,2825254,15742501,0,0,0,18567755,50,19,133,0,0,0,"A","Iowa",8746
"2075","WY","sublette county","51101801800000",47586,2020,15828228,0,2223186,56763,0,0,12082318,0,0,0,651296,1260530,1666409,1025803,48759381,6527984,46184139,175733,68321,0,52712123,50,56,35,0,0,0,"A","Wyoming",8738
"2076","IN","benton county","15100400400000",112499,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,7,0,0,0,"A","Indiana",8716
"2077","NM","quay county","32102002000000",121936,2020,8030786,0,252434,1295273,1383061,0,4973557,0,0,0,126461,390353,1780462,4824668,6471733,2622353,10844863,0,0,0,13467216,50,35,37,0,0,0,"A","New Mexico",8712
"2078","OK","blaine county","37100600600000",125405,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20877132,5246320,15630812,0,0,0,20877132,50,40,11,0,0,0,"A","Oklahoma",8702
"2079","KY","gallatin county","18103903900000",189747,2020,0,0,0,2902983,97457,0,0,0,0,0,0,0,0,0,13736966,164558,13572408,0,0,0,13736966,50,21,77,0,0,0,"A","Kentucky",8672
"2080","CA","modoc county","05102502500000",103707,2020,35881600,0,1779506,233249,0,0,24405377,0,3867920,0,1400966,2557697,31743892,0,5779062,3851504,36229147,0,0,0,40080651,50,6,49,0,0,0,"A","California",8663
"2081","MT","madison county","27102902900000",35364,2020,16963102,2547379,3347895,535142,37191,0,9179527,0,409418,0,906550,7556026,1236531,6154898,16688320,7332417,24303358,0,0,0,31635775,50,30,57,0,0,0,"A","Montana",8660
"2082","IA","lucas county","16105905900000",113350,2020,2232508,0,164365,0,0,0,1697189,0,171673,0,199281,550301,2947945,1173954,4345852,917081,8100971,0,0,0,9018052,50,19,117,0,0,0,"A","Iowa",8620
"2083","TX","dimmit county","44106406400000",38623,2020,6675599,5100000,1436514,0,0,0,0,2696565,0,0,139085,4545682,1382698,270000,26206661,14127662,18277379,0,0,0,32405041,50,48,127,0,0,0,"A","Texas",8577
"2084","KS","wilson county","17110310300000",114316,2020,0,0,0,1342024,0,0,2519710,0,0,0,0,0,0,0,11546272,242214,11304058,0,0,0,11546272,50,20,205,0,0,0,"A","Kansas",8576
"2085","GA","montgomery county","11110310300000",96499,2020,896971,0,245224,512040,0,139707,0,0,0,0,0,528573,386055,1503972,4300702,866840,5852462,0,0,0,6719302,50,13,209,0,0,0,"A","Georgia",8574
"2086","MN","clearwater county","24101501500000",34714,2020,6366077,0,592676,0,0,0,4780244,0,121071,0,872086,3781537,5739097,4068237,10041018,5093016,18536873,0,0,0,23629889,50,27,29,0,0,0,"A","Minnesota",8571
"2087","TX","archer county","44100500500000",129351,2020,4333759,2580174,306621,1346853,0,0,100111,0,0,0,0,951894,197260,0,6101865,295662,6955357,0,0,0,7251019,50,48,9,0,0,0,"A","Texas",8554
"2088","AR","lee county","04103903900000",101783,2020,543369,0,543369,0,0,577633,2002738,0,0,0,44131,0,0,0,4939975,1003504,3936471,0,0,0,4939975,50,5,77,0,0,0,"A","Arkansas",8528
"2089","VA","mathews county","47105805800000",230373,2020,4418565,1800019,1037522,0,0,0,551331,0,728631,0,301062,160365,3146185,0,16986539,905285,19387804,41263,10733,0,20293089,50,51,115,0,0,0,"A","Virginia",8520
"2090","MO","ozark county","26107707700000",106210,2020,0,0,0,0,0,0,0,0,0,0,0,696279,2571031,0,7426313,249006,10444617,0,0,0,10693623,50,29,153,0,0,0,"A","Missouri",8520
"2091","OK","kiowa county","37103803800000",125430,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361289,115735,6245554,0,0,0,6361289,50,40,75,0,0,0,"A","Oklahoma",8493
"2092","AR","montgomery county","04104904900000",103879,2020,633746,7890000,633746,0,0,0,3157258,0,0,0,140326,0,0,0,10109694,-2162862,12272556,0,0,0,10109694,50,5,97,0,0,0,"A","Arkansas",8488
"2093","MO","carroll county","26101701700000",81421,2020,0,0,0,0,0,0,0,0,0,0,0,737779,2822001,0,3360129,-275090,7194999,0,0,0,6919909,50,29,33,0,0,0,"A","Missouri",8468
"2094","WY","johnson county","51101001000000",98623,2020,5333998,0,711744,6816,0,0,4104741,0,0,0,420697,765395,1172609,284706,9612699,-3320360,15155769,1695347,25832,0,11835409,50,56,19,0,0,0,"A","Wyoming",8467
"2095","MO","maries county","26106306300000",97969,2020,0,0,0,739793,0,0,0,0,0,0,0,0,0,0,5273804,199743,5074061,0,0,0,5273804,50,29,125,0,0,0,"A","Missouri",8452
"2096","MO","daviess county","26103103100000",91400,2020,0,0,0,90797,0,0,0,0,0,0,0,0,0,0,5399108,153012,5246096,0,0,0,5399108,50,29,61,0,0,0,"A","Missouri",8425
"2097","NE","knox county","28105405400000",109237,2020,0,0,0,0,0,0,0,0,0,0,0,454482,2846365,0,5668667,-2471921,11441435,0,0,0,8969514,50,31,107,0,0,0,"A","Nebraska",8396
"2098","TN","perry county","43106806800000",197497,2020,503262,0,24143,0,0,0,0,1667269,95243,0,213725,2164443,3444357,461333,5002538,1956896,9115775,0,0,0,11072671,50,47,135,0,0,0,"A","Tennessee",8379
"2099","NE","cedar county","28101401400000",108621,2020,0,1500000,0,0,0,0,0,0,0,0,0,809131,2744860,339169,8688137,557650,12023647,0,0,0,12581297,50,31,27,0,0,0,"A","Nebraska",8372
"2100","KS","coffey county","17101601600000",114244,2020,0,0,0,0,0,0,6712934,0,0,0,0,0,0,0,43220104,4237905,38982199,0,0,0,43220104,50,20,31,0,0,0,"A","Kansas",8356
"2101","ND","mercer county","35102902900000",123506,2020,20622243,3009800,336832,529471,5497154,0,10424216,0,267599,0,380529,916812,3251794,0,6890271,-411600,11470477,0,0,0,11058877,50,38,57,0,0,0,"A","North Dakota",8348
"2102","NE","butler county","28101201200000",108608,2020,0,1590000,0,0,0,0,0,0,0,0,0,1172235,2341204,0,7173140,-90223,10776802,0,0,0,10686579,50,31,23,0,0,0,"A","Nebraska",8345
"2103","NE","keith county","28105105100000",109227,2020,0,0,0,0,0,0,0,0,0,0,0,932621,180639,0,7666889,-1006793,9786940,0,0,0,8780149,50,31,101,0,0,0,"A","Nebraska",8325
"2104","GA","atkinson county","11100200200000",90328,2020,5820552,1725000,213578,928079,0,0,0,0,0,0,43356,3159580,78746,1060657,4310717,744973,7864727,0,0,0,8609700,50,13,3,0,0,0,"A","Georgia",8311
"2105","MT","rosebud county","27104404400000",81641,2020,13740948,0,177266,0,0,0,4748735,0,7608227,0,577221,1495090,1988996,139673,10474139,591319,13506579,0,0,0,14097898,50,30,87,0,0,0,"A","Montana",8305
"2106","TN","houston county","43104204200000",197459,2020,14868726,6943938,122508,70806,5462336,1607598,0,0,0,0,22818,1529905,3010391,574914,5006864,1586614,8535460,0,0,0,10122074,50,47,83,0,0,0,"A","Tennessee",8303
"2107","MO","hickory county","26104304300000",119571,2020,0,0,0,436474,0,0,0,0,0,0,0,0,0,0,4804468,444452,4360016,0,0,0,4804468,50,29,85,0,0,0,"A","Missouri",8301
"2108","AR","prairie county","04105905900000",110914,2020,242011,4030000,242011,981463,0,80837,2829634,0,0,0,0,0,0,0,6290742,144044,6146698,0,0,0,6290742,50,5,117,0,0,0,"A","Arkansas",8246
"2109","MI","oscoda county","23106806800000",80136,2020,4385132,150000,191948,0,0,0,3820683,0,109132,0,113369,1795610,1626298,50311,5859273,1957307,7374185,0,0,0,9331492,50,26,135,0,0,0,"A","Michigan",8239
"2110","FL","lafayette county","10103403400000",1206238,2020,10170622,0,1855428,5601,0,0,8089053,0,0,0,220540,502479,717901,5503580,12509058,3209732,16023286,0,0,0,19233018,50,12,67,0,0,0,"A","Florida",8214
"2111","MN","murray county","24105105100000",116882,2020,22263738,14658324,2598108,0,9462,0,3986308,0,262292,0,749244,1675592,6965415,2074865,11338196,2980838,19073230,0,0,0,22054068,50,27,101,0,0,0,"A","Minnesota",8172
"2112","OR","lake county","38101901900000",103184,2020,9718683,0,1001947,0,0,0,7563250,0,196300,0,161072,1793283,3425351,2065111,9605735,270841,16618639,0,0,0,16889480,50,41,37,0,0,0,"A","Oregon",8167
"2113","MO","harrison county","26104104100000",81446,2020,0,0,0,83253,0,0,0,0,0,0,0,0,0,0,5927560,1243228,4684332,0,0,0,5927560,50,29,81,0,0,0,"A","Missouri",8156
"2114","NE","dawes county","28102302300000",108798,2020,0,1110000,0,0,0,0,0,0,0,0,0,254161,1470903,0,5906876,-186059,7817999,0,0,0,7631940,50,31,45,0,0,0,"A","Nebraska",8150
"2115","MI","baraga county","23100700700000",77650,2020,5221429,1215000,251651,6783,0,0,2337228,0,1215244,0,0,792260,786828,138663,3281589,321451,4677889,0,0,0,4999340,50,26,13,0,0,0,"A","Michigan",8140
"2116","KS","clay county","17101401400000",114243,2020,17103968,16860000,0,243968,0,0,0,0,0,0,0,0,0,0,13630415,1232158,12398257,0,0,0,13630415,50,20,27,0,0,0,"A","Kansas",8122
"2117","MI","schoolcraft county","23107707700000",116735,2020,7553214,65000,215270,0,0,0,7139699,0,0,0,133245,1417158,1367594,0,3266674,-24533,6075959,38212,0,0,6051426,50,26,153,0,0,0,"A","Michigan",8056
"2118","CO","san miguel county","06105705600000",91987,2020,6770321,0,2234067,3107784,0,0,0,0,0,0,1428470,2021213,6495510,0,20213519,4006924,24723318,0,0,0,28730242,50,8,113,0,0,0,"A","Colorado",8054
"2119","NC","graham county","34103803800000",36564,2020,7041608,781000,959749,79298,0,0,1609878,18952,0,0,391897,1796178,3788128,171571,11181957,301577,16636257,0,0,0,16937834,50,37,75,0,0,0,"A","North Carolina",8035
"2120","GA","twiggs county","11114314300000",96547,2020,2147314,0,447870,356340,0,1167884,0,0,0,0,175220,2738444,373862,1014757,8041028,1681482,10486609,0,0,0,12168091,50,13,289,0,0,0,"A","Georgia",8011
"2121","IL","hamilton county","14103303300000",72287,2020,3817163,0,360422,176741,3280000,0,0,618318,0,0,0,1169789,390739,0,6234526,-1540867,9335921,0,0,0,7795054,50,17,65,0,0,0,"A","Illinois",7997
"2122","ND","traill county","35104904900000",123520,2020,9745119,0,279686,0,11042,0,9288333,0,0,0,166058,1015149,2453054,2334487,6488363,1889766,10401287,0,0,0,12291053,50,38,97,0,0,0,"A","North Dakota",7988
"2123","KS","thomas county","17109709700000",114310,2020,0,24575000,0,1878101,0,0,3041072,0,0,0,0,0,0,0,17631896,-10003182,27635078,0,0,0,17631896,50,20,193,0,0,0,"A","Kansas",7933
"2124","WV","pocahontas county","49103803800000",54943,2020,1713800,0,94147,0,0,0,348818,0,1117322,0,153513,854222,1011616,60000,5303665,311968,6917535,0,0,0,7229503,50,54,75,0,0,0,"A","West Virginia",7864
"2125","NE","richardson county","28107407400000",109455,2020,0,3950000,0,127551,0,0,0,0,0,0,0,455282,2038749,0,6128824,-3313,8626168,0,0,0,8622855,50,31,147,0,0,0,"A","Nebraska",7860
"2126","KS","anderson county","17100200200000",114233,2020,0,26980100,0,1918246,0,0,3570254,0,0,0,0,0,0,0,18334471,1117033,17217438,0,0,0,18334471,50,20,3,0,0,0,"A","Kansas",7843
"2127","AR","searcy county","04106506500000",31654,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,129,0,0,0,"A","Arkansas",7842
"2128","TX","winkler county","44124824800000",129445,2020,1138094,0,941391,0,0,0,16312,0,180391,0,0,2313041,338460,0,23719335,10387570,15983266,0,0,0,26370836,50,48,495,0,0,0,"A","Texas",7750
"2129","OK","major county","37104704700000",125438,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901298,-468592,10369890,0,0,0,9901298,50,40,93,0,0,0,"A","Oklahoma",7746
"2130","GA","lincoln county","11109009000000",45144,2020,6611092,2706327,1272963,0,0,1290979,1208821,0,0,0,72902,3901735,2645600,204340,5972856,1762335,10962196,0,0,0,12724531,50,13,181,0,0,0,"A","Georgia",7701
"2131","MS","franklin county","25101901900000",106140,2020,0,0,0,0,0,0,0,0,0,0,0,1035593,1488980,261410,0,511520,6973756,0,613131,0,7485276,50,28,37,0,0,0,"A","Mississippi",7665
"2132","ID","boise county","13100800800000",32675,2020,3066615,0,202924,330872,0,0,2223432,0,136313,0,173074,1199019,1633233,0,8989894,1732097,10090049,0,0,0,11822146,50,16,15,0,0,0,"A","Idaho",7662
"2133","MS","benton county","25100500500000",97996,2020,0,0,0,294079,102154,0,0,0,0,0,0,460402,1150208,33160,7580278,-1196758,10420806,0,0,0,9224048,50,28,9,0,0,0,"A","Mississippi",7661
"2134","WY","washakie county","51102202200000",132355,2020,3020200,0,446830,0,0,0,2487052,0,0,0,86318,2603492,1479660,13510,4947188,-338112,9381962,0,0,0,9043850,50,56,43,0,0,0,"A","Wyoming",7658
"2135","NE","merrick county","28106106100000",109301,2020,0,2270000,0,46386,0,0,0,0,0,0,0,387345,2208440,0,5603917,403694,7796008,0,0,0,8199702,50,31,121,0,0,0,"A","Nebraska",7655
"2136","IA","decatur county","16102702700000",113331,2020,5112626,2290000,185454,55866,63029,60000,1887046,0,311703,0,259528,586664,3922727,761307,5140751,929646,9481803,0,0,0,10411449,50,19,53,0,0,0,"A","Iowa",7605
"2137","IA","monroe county","16106806800000",113354,2020,8842618,4450000,460959,0,0,821505,1940361,0,260501,0,220685,597502,3113939,10300,6442021,695098,9468664,0,0,0,10163762,50,19,135,0,0,0,"A","Iowa",7597
"2138","TX","mcculloch county","44115415400000",129408,2020,12574179,10427040,530977,1478397,0,95837,0,460732,0,0,41928,1369440,678148,796,6664551,1390203,7322732,0,0,0,8712935,50,48,307,0,0,0,"A","Texas",7591
"2139","TN","clay county","43101401400000",197425,2020,4464848,4090000,277746,0,0,0,0,332512,0,0,97102,906322,2602554,627459,4203946,827190,7513091,0,0,0,8340281,50,47,27,0,0,0,"A","Tennessee",7588
"2140","MO","dade county","26102902900000",97954,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905082,42034,4863048,0,0,0,4905082,50,29,57,0,0,0,"A","Missouri",7587
"2141","AR","cleveland county","04101301300000",96070,2020,204546,0,204546,614332,0,0,2116185,0,0,0,75181,0,0,0,6580379,909733,5670646,0,0,0,6580379,50,5,25,0,0,0,"A","Arkansas",7550
"2142","SD","grant county","42102602500000",1266360,2020,0,0,0,0,0,0,0,4223,0,0,0,600631,2722691,2002,5317482,896083,7746723,0,0,0,8642806,50,46,51,0,0,0,"A","South Dakota",7532
"2143","OR","harney county","38101301300000",37535,2020,0,0,0,282151,0,0,7810504,0,305010,0,202767,2624211,4920086,416347,6850296,929423,13881517,0,0,0,14810940,50,41,25,0,0,0,"A","Oregon",7502
"2144","IA","adair county","16100100100000",96560,2020,22540825,20325000,391387,0,0,0,1567694,0,56363,0,200381,729919,4737766,777985,9367178,4240095,11372753,0,0,0,15612848,50,19,1,0,0,0,"A","Iowa",7494
"2145","KS","doniphan county","17102202200000",114248,2020,0,0,0,239421,0,0,2411495,0,0,0,0,0,0,0,11300082,770950,10529132,0,0,0,11300082,50,20,43,0,0,0,"A","Kansas",7463
"2146","CO","conejos county","06101101100000",31957,2020,1099918,0,644347,187937,0,0,0,0,0,0,267634,1197770,8650558,60000,3598766,-682767,14189861,0,0,0,13507094,50,8,21,0,0,0,"A","Colorado",7458
"2147","GA","wheeler county","11115315300000",96557,2020,750357,575000,51216,124141,0,0,0,0,0,0,0,1761555,204169,2266,4037786,1252890,4752886,0,0,0,6005776,50,13,309,0,0,0,"A","Georgia",7447
"2148","IA","worth county","16109809800000",113369,2020,14238174,9140000,1335246,21893,0,0,1994818,0,192793,0,353471,1344974,3260635,3582898,9901517,3714886,14375138,0,0,0,18090024,50,19,195,0,0,0,"A","Iowa",7435
"2149","SD","hutchinson county","42103403300000",128273,2020,0,0,0,2223641,0,800000,0,3152,0,0,0,378926,2847706,0,4498605,-746287,8471523,0,0,0,7725237,50,46,67,0,0,0,"A","South Dakota",7421
"2150","KS","kingman county","17104804800000",114269,2020,0,3420000,0,111880,0,0,0,2544449,0,0,0,0,0,0,15127231,1025904,14101327,0,0,0,15127231,50,20,95,0,0,0,"A","Kansas",7412
"2151","CO","lake county","06103303200000",31972,2020,5810472,0,2685399,1135494,0,0,0,0,0,0,284502,2499553,3432238,3806014,13366375,5575097,17529083,0,0,0,23104180,50,8,65,0,0,0,"A","Colorado",7404
"2152","OR","wallowa county","38103203200000",159010,2020,529614,0,0,0,0,529614,250891,0,0,0,0,3894045,4874497,6074305,3846132,7565001,11123978,0,0,0,18688979,50,41,63,0,0,0,"A","Oregon",7401
